id,post_id,thread_id,type,comment_id,old_visual_id,visual_id,issue,formula
252,232342,5,answer,,7571,7571,, <semantics><mi>k</mi><mo>∈</mo><mi>ℤ</mi></semantics> 
253,232342,5,answer,,8229773,8229773,, <semantics><msup><mi>m</mi><mn>2</mn></msup><mo>=</mo><mn>2</mn><mo>⁢</mo><msup><mi>k</mi><mn>2</mn></msup></semantics> 
254,232342,5,answer,,30254,30254,, <semantics><mfrac><mi>n</mi><mi>m</mi></mfrac></semantics> 
255,232342,5,answer,,700,700,, <semantics><msqrt><mn>2</mn></msqrt></semantics> 
256,232342,5,answer,,42375,42375,, <semantics><mi>f</mi><mo>⁢</mo><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn></semantics> 
257,232342,5,answer,,9726,9726,, <semantics><mi>ℚ</mi><mo>⁢</mo><mo>[</mo><mi>x</mi><mo>]</mo></semantics> 
258,232342,5,answer,,34915,34915,, <semantics><mi>ℚ</mi><mo>⁢</mo><mo>(</mo><msqrt><mn>2</mn></msqrt><mo>)</mo></semantics> 
259,1323384,5,answer,,27694,27694,, <semantics><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn><mo>=</mo><mn>0</mn></semantics> 
260,1323384,5,answer,,215738,215738,," <semantics><mo>±</mo><mn>1</mn><mo>,</mo><mo>±</mo><mn>2</mn></semantics> "
261,1323384,5,answer,,41222,41222,, <semantics><mo>±</mo><msqrt><mn>2</mn></msqrt></semantics> 
262,1695874,5,comment,5738782.0,254,254,, <semantics><mi>x</mi><mo>≠</mo><mi>y</mi></semantics> 
263,2456731,5,answer,,8229774,8229774,," <semantics><mn>1</mn><mo><</mo><msqrt><mn>2</mn></msqrt><mo><</mo><mn>2</mn><mo>,</mo></semantics> "
264,2456731,5,answer,,700,700,, <semantics><msqrt><mn>2</mn></msqrt></semantics> 
265,2456731,5,answer,,625,625,, <semantics><mi>q</mi></semantics> 
266,2456731,5,answer,,8229775,8229775,, <semantics><mi>p</mi><mo>=</mo><mi>q</mi><mo>⁢</mo><msqrt><mn>2</mn></msqrt></semantics> 
267,2456731,5,answer,,8229776,8229776,, <semantics><mi>q</mi><mo><</mo><mi>p</mi><mo><</mo><mn>2</mn><mo>⁢</mo><mi>q</mi><mo>.</mo></semantics> 
268,2456731,5,answer,,8229777,8229777,, <semantics><msup><mo>(</mo><mfrac><mn>2</mn><mo>⁢</mo><mi>q</mi><mo>-</mo><mi>p</mi><mi>p</mi><mo>-</mo><mi>q</mi></mfrac><mo>)</mo><mn>2</mn></msup><mo>=</mo><mfrac><mn>4</mn><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>-</mo><mn>4</mn><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi><mo>+</mo><msup><mi>p</mi><mn>2</mn></msup><msup><mi>p</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi><mo>+</mo><msup><mi>q</mi><mn>2</mn></msup></mfrac><mo>=</mo><mfrac><mn>6</mn><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>-</mo><mn>4</mn><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi><mn>3</mn><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi></mfrac><mo>=</mo><mn>2</mn></semantics> 
269,2456731,5,answer,,231545,231545,, <semantics><mi>q</mi><mo><</mo><mi>p</mi><mo><</mo><mn>2</mn><mo>⁢</mo><mi>q</mi></semantics> 
270,2456731,5,answer,,8229778,8229778,, <semantics><mn>0</mn><mo><</mo><mi>p</mi><mo>-</mo><mi>q</mi><mo><</mo><mi>q</mi></semantics> 
271,2456731,5,answer,,8229779,8229779,," <semantics><mfrac><mn>2</mn><mo>⁢</mo><mi>q</mi><mo>-</mo><mi>p</mi><mi>p</mi><mo>-</mo><mi>q</mi></mfrac><mo>=</mo><msqrt><mn>2</mn></msqrt><mo>,</mo></semantics> "
272,2456731,5,answer,,625,625,, <semantics><mi>q</mi></semantics> 
273,2456731,5,answer,,177,177,, <semantics><mi>n</mi></semantics> 
274,2456731,5,answer,,2759984,2759984,, <semantics><msup><mi>n</mi><mn>2</mn></msup><mo><</mo><mi>D</mi><mo><</mo><msup><mo>(</mo><mi>n</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup></semantics> 
275,2456731,5,answer,,273944,273944,, <semantics><msqrt><mi>D</mi></msqrt></semantics> 
276,2456731,5,answer,,274678,274678,, <semantics><mi>D</mi><mo>=</mo><mn>2</mn></semantics> 
277,2456731,5,answer,,1115,1115,, <semantics><mi>n</mi><mo>=</mo><mn>1</mn></semantics> 
278,2456731,5,answer,,273944,273944,, <semantics><msqrt><mi>D</mi></msqrt></semantics> 
279,2456731,5,answer,,625,625,, <semantics><mi>q</mi></semantics> 
280,2456731,5,answer,,74,74,, <semantics><mi>p</mi></semantics> 
281,2456731,5,answer,,8229780,8229780,, <semantics><mfrac><mi>p</mi><mi>q</mi></mfrac><mo>=</mo><msqrt><mi>D</mi></msqrt></semantics> 
282,2456731,5,answer,,8229781,8229781,, <semantics><msup><mi>p</mi><mn>2</mn></msup><mo>=</mo><mi>D</mi><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup></semantics> 
283,2456731,5,answer,,8229782,8229782,, <semantics><msup><mi>n</mi><mn>2</mn></msup><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo><</mo><msup><mi>p</mi><mn>2</mn></msup><mo><</mo><msup><mo>(</mo><mi>n</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup></semantics> 
284,2456731,5,answer,,901169,901169,, <semantics><mi>n</mi><mo>⁢</mo><mi>q</mi><mo><</mo><mi>p</mi><mo><</mo><mo>(</mo><mi>n</mi><mo>+</mo><mn>1</mn><mo>)</mo><mo>⁢</mo><mi>q</mi></semantics> 
285,2456731,5,answer,,8229783,8229783,, <semantics><mn>0</mn><mo><</mo><mi>p</mi><mo>-</mo><mi>n</mi><mo>⁢</mo><mi>q</mi><mo><</mo><mi>q</mi></semantics> 
286,2456731,5,answer,,8229784,8229784,, <semantics><msup><mo>(</mo><mfrac><mi>D</mi><mo>⁢</mo><mi>q</mi><mo>-</mo><mi>p</mi><mo>⁢</mo><mi>n</mi><mi>p</mi><mo>-</mo><mi>q</mi><mo>⁢</mo><mi>n</mi></mfrac><mo>)</mo><mn>2</mn></msup><mo>=</mo><mfrac><msup><mi>D</mi><mn>2</mn></msup><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>D</mi><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi><mo>⁢</mo><mi>n</mi><mo>+</mo><msup><mi>p</mi><mn>2</mn></msup><mo>⁢</mo><msup><mi>n</mi><mn>2</mn></msup><msup><mi>p</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi><mo>⁢</mo><mi>n</mi><mo>+</mo><msup><mi>q</mi><mn>2</mn></msup><mo>⁢</mo><msup><mi>n</mi><mn>2</mn></msup></mfrac><mo>=</mo><mfrac><msup><mi>D</mi><mn>2</mn></msup><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>D</mi><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi><mo>⁢</mo><mi>n</mi><mo>+</mo><mi>D</mi><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>⁢</mo><msup><mi>n</mi><mn>2</mn></msup><mi>D</mi><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>p</mi><mo>⁢</mo><mi>q</mi><mo>⁢</mo><mi>n</mi><mo>+</mo><msup><mi>q</mi><mn>2</mn></msup><mo>⁢</mo><msup><mi>n</mi><mn>2</mn></msup></mfrac><mo>=</mo><mi>D</mi></semantics> 
287,2456731,5,answer,,625,625,, <semantics><mi>q</mi></semantics> 
288,2456731,5,answer,,273944,273944,, <semantics><msqrt><mi>D</mi></msqrt></semantics> 
289,2456731,5,answer,,277099,277099,, <semantics><mi>D</mi><mo>≥</mo><mn>0</mn></semantics> 
290,2456731,5,answer,,177,177,, <semantics><mi>n</mi></semantics> 
291,2456731,5,answer,,8229785,8229785,, <semantics><msup><mi>n</mi><mn>2</mn></msup><mo>≤</mo><mi>D</mi><mo><</mo><msup><mo>(</mo><mi>n</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup></semantics> 
292,2456731,5,answer,,177,177,, <semantics><mi>n</mi></semantics> 
293,2456731,5,answer,,8229786,8229786,, <semantics><msup><mo>(</mo><mn>1</mn><mo>+</mo><mi>D</mi><mo>)</mo><mn>2</mn></msup><mo>=</mo><mi>D</mi><mo>+</mo><mo>(</mo><mn>1</mn><mo>+</mo><mi>D</mi><mo>+</mo><msup><mi>D</mi><mn>2</mn></msup><mo>)</mo></semantics> 
294,2456731,5,answer,,8229787,8229787,, <semantics><mi>D</mi><mo><</mo><msup><mo>(</mo><mn>1</mn><mo>+</mo><mi>D</mi><mo>)</mo><mn>2</mn></msup></semantics> 
295,2456731,5,answer,,20,20,, <semantics><mi>m</mi></semantics> 
296,2456731,5,answer,,8229788,8229788,, <semantics><mi>D</mi><mo><</mo><msup><mi>m</mi><mn>2</mn></msup><mo>.</mo></semantics> 
297,2456731,5,answer,,9020,9020,, <semantics><mi>m</mi><mo>≠</mo><mn>0</mn></semantics> 
298,2456731,5,answer,,8229789,8229789,, <semantics><mi>D</mi><mo>≥</mo><msup><mn>0</mn><mn>2</mn></msup></semantics> 
299,2456731,5,answer,,3368,3368,, <semantics><mi>m</mi><mo>≥</mo><mn>1</mn></semantics> 
300,2456731,5,answer,,1042037,1042037,, <semantics><mi>n</mi><mo>=</mo><mi>m</mi><mo>-</mo><mn>1</mn></semantics> 
301,2456731,5,answer,,8229785,8229785,, <semantics><msup><mi>n</mi><mn>2</mn></msup><mo>≤</mo><mi>D</mi><mo><</mo><msup><mo>(</mo><mi>n</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup></semantics> 
302,2456731,5,answer,,153947,153947,, <semantics><mn>0</mn><mo>≤</mo><mi>m</mi><mo><</mo><mi>n</mi></semantics> 
303,2456731,5,answer,,8229790,8229790,, <semantics><mn>1</mn><mo>≤</mo><mi>m</mi><mo>+</mo><mn>1</mn><mo>≤</mo><mi>n</mi></semantics> 
304,2456731,5,answer,,8229791,8229791,, <semantics><msup><mo>(</mo><mi>m</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup><mo>≤</mo><msup><mi>n</mi><mn>2</mn></msup></semantics> 
305,2456731,5,answer,,8229785,8229785,, <semantics><msup><mi>n</mi><mn>2</mn></msup><mo>≤</mo><mi>D</mi><mo><</mo><msup><mo>(</mo><mi>n</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup></semantics> 
306,2456731,5,answer,,8229792,8229792,, <semantics><msup><mi>m</mi><mn>2</mn></msup><mo>≤</mo><mi>D</mi><mo><</mo><msup><mo>(</mo><mi>m</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup></semantics> 
307,2456731,5,answer,,7908,7908,, <semantics><mi>m</mi><mo><</mo><mi>n</mi></semantics> 
308,2456731,5,answer,,8229793,8229793,, <semantics><mi>D</mi><mo><</mo><msup><mo>(</mo><mi>m</mi><mo>+</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup><mo>≤</mo><msup><mi>n</mi><mn>2</mn></msup><mo>≤</mo><mi>D</mi></semantics> 
309,2456731,5,answer,,12866,12866,, <semantics><mi>m</mi><mo>></mo><mi>n</mi></semantics> 
310,2456731,5,answer,,25993,25993,, <semantics><mi>m</mi><mo>=</mo><mi>n</mi></semantics> 
311,2456731,5,answer,,277099,277099,, <semantics><mi>D</mi><mo>≥</mo><mn>0</mn></semantics> 
312,2456731,5,answer,,273944,273944,, <semantics><msqrt><mi>D</mi></msqrt></semantics> 
313,2456731,5,answer,,273944,273944,, <semantics><msqrt><mi>D</mi></msqrt></semantics> 
314,2456731,5,answer,,8229794,8229794,, <semantics><mfrac><mi>n</mi><mo>⁢</mo><mi>p</mi><mi>n</mi><mo>⁢</mo><mi>q</mi></mfrac><mo>=</mo><msqrt><mi>D</mi></msqrt></semantics> 
315,2456731,5,answer,,8229795,8229795,, <semantics><mfrac><mi>D</mi><mo>⁢</mo><mi>q</mi><mi>p</mi></mfrac><mo>=</mo><msqrt><mi>D</mi></msqrt><mo>.</mo></semantics> 
316,2456731,5,answer,,259066,259066,, <semantics><mfrac><mi>a</mi><mi>b</mi></mfrac><mo>=</mo><mfrac><mi>c</mi><mi>d</mi></mfrac></semantics> 
317,2456731,5,answer,,47987,47987,, <semantics><mi>d</mi><mo>≠</mo><mi>b</mi></semantics> 
318,2456731,5,answer,,8229796,8229796,, <semantics><mfrac><mi>a</mi><mo>-</mo><mi>c</mi><mi>b</mi><mo>-</mo><mi>d</mi></mfrac><mo>=</mo><mfrac><mi>a</mi><mi>b</mi></mfrac><mo>.</mo></semantics> 
319,2456731,5,answer,,8229797,8229797,, <semantics><mi>p</mi><mo>=</mo><mi>q</mi><msqrt><mi>D</mi></msqrt><mo>)</mo><mo>:</mo></semantics> 
320,2456731,5,answer,,8229798,8229798,, <semantics><mn>0</mn><mo><</mo><mo>(</mo><mi>p</mi><mo>+</mo><mi>q</mi><mo>⁢</mo><msqrt><mi>D</mi></msqrt><mo>)</mo><mo>⁢</mo><mo>(</mo><msqrt><mi>D</mi></msqrt><mo>-</mo><mi>n</mi><mo>)</mo><mo>=</mo><mo>(</mo><mi>q</mi><mo>⁢</mo><mi>D</mi><mo>-</mo><mi>n</mi><mo>⁢</mo><mi>p</mi><mo>)</mo><mo>+</mo><mo>(</mo><mi>p</mi><mo>-</mo><mi>n</mi><mo>⁢</mo><mi>q</mi><mo>)</mo><mo>⁢</mo><msqrt><mi>D</mi></msqrt></semantics> 
321,2456731,5,answer,,8229799,8229799,, <semantics><msup><mo>(</mo><mi>q</mi><mo>⁢</mo><mi>D</mi><mo>-</mo><mi>n</mi><mo>⁢</mo><mi>p</mi><mo>)</mo><mn>2</mn></msup><mo>-</mo><mi>D</mi><mo>⁢</mo><msup><mo>(</mo><mi>p</mi><mo>-</mo><mi>n</mi><mo>⁢</mo><mi>q</mi><mo>)</mo><mn>2</mn></msup><mo>=</mo><mn>0</mn><mo>.</mo></semantics> 
322,2456731,5,answer,,8229800,8229800,, <semantics><mi>p</mi><mo>-</mo><mi>n</mi><mo>⁢</mo><mi>q</mi><mo>=</mo><mi>q</mi><mo>⁢</mo><mo>(</mo><msqrt><mi>D</mi></msqrt><mo>-</mo><mi>n</mi><mo>)</mo><mo><</mo><mi>q</mi><mo>.</mo></semantics> 
323,2456731,5,answer,,8229801,8229801,, <semantics><mn>0</mn><mo><</mo><msqrt><mi>D</mi></msqrt><mo>-</mo><mi>n</mi><mo><</mo><mn>1</mn><mo>.</mo></semantics> 
324,2974425,5,answer,,358,358,, <semantics><mn>2</mn></semantics> 
325,2974425,5,answer,,8229802,8229802,, <semantics><msup><mo>(</mo><munderover><mo>∑</mo><mi>k</mi><mo>=</mo><mi>t</mi><mi>N</mi></munderover><msub><mi>b</mi><mi>k</mi></msub><mo>⁢</mo><msup><mn>2</mn><mi>k</mi></msup><mo>)</mo><mn>2</mn></msup><mo>=</mo><mi>B</mi><mo>⁢</mo><msup><mn>2</mn><mn>2</mn><mo>⁢</mo><mi>t</mi><mo>+</mo><mn>1</mn></msup><mo>+</mo><msub><mi>b</mi><mi>t</mi></msub><mo>⁢</mo><msup><mn>2</mn><mn>2</mn><mo>⁢</mo><mi>t</mi></msup></semantics> 
326,2974425,5,answer,,481810,481810,, <semantics><msqrt><mn>2</mn></msqrt><mo>=</mo><mfrac><mi>p</mi><mi>q</mi></mfrac></semantics> 
327,2974425,5,answer,,454332,454332,, <semantics><mn>2</mn><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup><mo>=</mo><msup><mi>p</mi><mn>2</mn></msup></semantics> 
328,2974425,5,answer,,358,358,, <semantics><mn>2</mn></semantics> 
329,2974425,5,answer,,20,20,, <semantics><mi>m</mi></semantics> 
330,2974425,5,answer,,358,358,, <semantics><mn>2</mn></semantics> 
331,2974425,5,answer,,11766,11766,, <semantics><mi>m</mi><mo>+</mo><mn>1</mn></semantics> 
332,2974425,5,answer,,7593,7593,, <semantics><mn>2</mn><mo>⁢</mo><msup><mi>q</mi><mn>2</mn></msup></semantics> 
333,2974425,5,answer,,7594,7594,, <semantics><msup><mi>p</mi><mn>2</mn></msup></semantics> 
334,2974425,5,answer,,74,74,, <semantics><mi>p</mi></semantics> 
335,2974425,5,answer,,625,625,, <semantics><mi>q</mi></semantics> 
336,8,8,question,,8229803,8229803,,
337,396100,8,answer,,74,74,, <semantics><mi>p</mi></semantics> 
338,396100,8,answer,,74,74,, <semantics><mi>p</mi></semantics> 
339,396100,8,answer,,7594,7594,, <semantics><msup><mi>p</mi><mn>2</mn></msup></semantics> 
340,396100,8,answer,,8229804,8229804,, <semantics><msub><mn>20.00.00.00.00</mn><mn>120</mn></msub><mo>=</mo><mn>4147200000</mn><mo>.</mo></semantics> 
341,396100,8,answer,,8229805,8229805,, <semantics><msub><mi>T</mi><mi>n</mi><mo>+</mo><mn>1</mn></msub><mo>=</mo><mi>a</mi><mo>.</mo><msub><mi>T</mi><mi>n</mi></msub><mo>-</mo><msub><mi>T</mi><mi>n</mi><mo>-</mo><mn>1</mn></msub></semantics> 
342,396100,8,answer,,122176,122176,, <semantics><msub><mi>T</mi><mi>p</mi></msub></semantics> 
343,396100,8,answer,,8229806,8229806,," <semantics><mi>a</mi><mo>,</mo><mi>p</mi><mo>,</mo><msub><mi>T</mi><mn>0</mn></msub><mo>,</mo><msub><mi>T</mi><mn>1</mn></msub></semantics> "
344,396100,8,answer,,8229807,8229807,," <semantics><msub><mi>T</mi><mi>m</mi><mo>+</mo><mi>n</mi></msub><mo>=</mo><mi>a</mi><mo>⁢</mo><mtext>=m ⋅T_n - T_n-m</mtext><mi>F</mi><mo>⁢</mo><mi>o</mi><mo>⁢</mo><mi>r</mi><mo>⁢</mo><mi>m</mi><mo>⁢</mo><mi>u</mi><mo>⁢</mo><mi>l</mi><mo>⁢</mo><mi>a</mi><mo>⁢</mo><mi>#</mi><mo>⁢</mo><mn>23</mn><mo>:</mo><mtext>=⁢U(n)(⁢/ZnZ)×</mtext><mo>⁢</mo><mi>F</mi><mo>⁢</mo><mi>o</mi><mo>⁢</mo><mi>r</mi><mo>⁢</mo><mi>m</mi><mo>⁢</mo><mi>u</mi><mo>⁢</mo><mi>l</mi><mo>⁢</mo><mi>a</mi><mo>⁢</mo><mi>#</mi><mo>⁢</mo><mn>24</mn><mo>:</mo><mtext>=U∖R{(x,0)|≤x0}</mtext></semantics> "
345,396100,8,answer,,8229808,8229808,, <semantics><mi>T</mi><mo>⁢</mo><mo>(</mo><mn>2</mn><mo>⁢</mo><mi>x</mi><mo>)</mo><mo>=</mo><mi>T</mi><mo>⁢</mo><msup><mo>(</mo><mi>x</mi><mo>)</mo><mn>2</mn></msup><mo>-</mo><mn>2</mn></semantics> 
346,396100,8,answer,,30783,30783,, <semantics><msup><mi>a</mi><mi>m</mi></msup></semantics> 
347,396100,8,answer,,8229809,8229809,, <semantics><msub><mi>f</mi><mn>14400</mn></msub></semantics> 
348,319,8,answer,,2717,2717,, <semantics><msqrt><mn>5</mn></msqrt></semantics> 
349,319,8,answer,,455547,455547,, <semantics><mn>1</mn><mo>+</mo><msqrt><mn>5</mn></msqrt></semantics> 
350,319,8,answer,,8229810,8229810,, <semantics><mi>F</mi><mo>⁢</mo><mo>(</mo><mn>2</mn><mo>⁢</mo><mi>n</mi><mo>-</mo><mn>1</mn><mo>)</mo><mo>=</mo><mi>F</mi><mo>⁢</mo><msup><mo>(</mo><mi>n</mi><mo>)</mo><mn>2</mn></msup><mo>+</mo><mi>F</mi><mo>⁢</mo><msup><mo>(</mo><mi>n</mi><mo>-</mo><mn>1</mn><mo>)</mo><mn>2</mn></msup></semantics> 
351,319,8,answer,,8229811,8229811,, <semantics><mi>F</mi><mo>⁢</mo><mo>(</mo><mn>2</mn><mo>⁢</mo><mi>n</mi><mo>)</mo><mo>=</mo><mo>(</mo><mn>2</mn><mo>⁢</mo><mi>F</mi><mo>⁢</mo><mo>(</mo><mi>n</mi><mo>-</mo><mn>1</mn><mo>)</mo><mo>+</mo><mi>F</mi><mo>⁢</mo><mo>(</mo><mi>n</mi><mo>)</mo><mo>)</mo><mo>×</mo><mi>F</mi><mo>⁢</mo><mo>(</mo><mi>n</mi><mo>)</mo></semantics> 
352,319,8,answer,,49526,49526,, <semantics><mi>F</mi><mo>⁢</mo><mo>(</mo><mi>k</mi><mo>)</mo></semantics> 
353,319,8,answer,,83,83,, <semantics><mi>k</mi></semantics> 
354,931,8,answer,,792223,792223,, <semantics><msup><mo>(</mo><mn>1</mn><mn>1</mn><mn>1</mn><mn>0</mn></mtable><mo>)</mo><mi>n</mi></msup><mo>=</mo><mo>(</mo><msub><mi>F</mi><mi>n</mi><mo>+</mo><mn>1</mn></msub><msub><mi>F</mi><mi>n</mi></msub><msub><mi>F</mi><mi>n</mi></msub><msub><mi>F</mi><mi>n</mi><mo>-</mo><mn>1</mn></msub></mtable><mo>)</mo></semantics> 
355,931,8,answer,,177,177,, <semantics><mi>n</mi></semantics> 
356,17,8,answer,,8229812,8229812,, <semantics><mi>F</mi><mo>⁢</mo><mo>(</mo><mi>n</mi><mo>)</mo><mo>=</mo><mfrac><msup><mi>φ</mi><mi>n</mi></msup><mo>-</mo><msup><mo>(</mo><mn>1</mn><mo>-</mo><mi>φ</mi><mo>)</mo><mi>n</mi></msup><msqrt><mn>5</mn></msqrt></mfrac></semantics> 
358,17,8,comment,20.0,8229813,8229813,, <semantics><mo>|</mo><mn>1</mn><mo>-</mo><mi>φ</mi><mo>|</mo><mo><</mo><mn>1</mn></semantics> 
359,17,8,comment,20.0,8229814,8229814,, <semantics><mi>F</mi><mo>⁢</mo><mo>(</mo><mi>n</mi><mo>)</mo><mo>=</mo><mfrac><msup><mi>φ</mi><mi>n</mi></msup><msqrt><mn>5</mn></msqrt></mfrac></semantics> 
360,11,11,title,,4799524,4799524,, <semantics><mn>0.999999999</mn><mo>⁢</mo><mi>⋯</mi><mo>=</mo><mn>1</mn></semantics> 
361,11,11,question,,4799524,4799524,, <semantics><mn>0.999999999</mn><mo>⁢</mo><mi>⋯</mi><mo>=</mo><mn>1</mn></semantics> 
362,49,11,answer,,8192672,8192672,, <semantics><mn>.99999</mn><mo>⁢</mo><mi>…</mi></semantics> 
363,49,11,answer,,139407,139407,, <semantics><mn>.9</mn></semantics> 
364,49,11,answer,,3084887,3084887,, <semantics><mn>.99</mn></semantics> 
365,49,11,answer,,2297938,2297938,, <semantics><mn>.999</mn></semantics> 
366,49,11,answer,,2017348,2017348,, <semantics><mn>.9999</mn></semantics> 
367,49,11,answer,,342,342,, <semantics><mn>1</mn></semantics> 
368,49,11,answer,,67,67,, <semantics><mi>x</mi></semantics> 
369,49,11,answer,,67,67,, <semantics><mi>x</mi></semantics> 
370,49,11,answer,,342,342,, <semantics><mn>1</mn></semantics> 
371,49,11,answer,,137212,137212,, <semantics><msup><mn>10</mn><mo>-</mo><mi>k</mi></msup></semantics> 
372,49,11,answer,,83,83,, <semantics><mi>k</mi></semantics> 
373,49,11,answer,,83,83,, <semantics><mi>k</mi></semantics> 
374,49,11,answer,,1087530,1087530,, <semantics><mn>.99999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>1</mn></semantics> 
375,49,11,answer,,8229815,8229815,, <semantics><mn>1.0000</mn><mo>⁢</mo><mi>…</mi><mo>-</mo><mn>.99999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>.00000</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>0</mn></semantics> 
376,49,11,answer,,8229816,9372320,v, <semantics><mn>1.0</mn><mo>-</mo><mn>.9</mn><mo>=</mo><mn>.1</mn></semantics> 
377,49,11,answer,,8229817,8229817,, <semantics><mn>1.00</mn><mo>-</mo><mn>.99</mn><mo>=</mo><mn>.01</mn></semantics> 
378,49,11,answer,,8229818,8229818,, <semantics><mn>1.000</mn><mo>-</mo><mn>.999</mn><mo>=</mo><mn>.001</mn></semantics> 
379,49,11,answer,,4669,4669,, <semantics><mi>…</mi></semantics> 
380,49,11,answer,,8229819,8229819,, <semantics><mn>1.000</mn><mo>⁢</mo><mi>…</mi><mo>-</mo><mn>.99999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>.000</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>0</mn></semantics> 
381,60,11,answer,,8229820,8229820,, <semantics><mn>0.9999</mn><mo>⁢</mo><mi>…</mi><mo>≠</mo><mn>1</mn></semantics> 
382,60,11,answer,,8229821,8229821,, <semantics><mn>0.9999</mn><mo>⁢</mo><mi>…</mi><mo><</mo><mn>1</mn></semantics> 
383,60,11,answer,,67,67,, <semantics><mi>x</mi></semantics> 
384,60,11,answer,,8229822,8229822,, <semantics><mn>0.9999</mn><mo>⁢</mo><mi>…</mi><mo><</mo><mi>x</mi><mo><</mo><mn>1</mn></semantics> 
385,60,11,answer,,67,67,, <semantics><mi>x</mi></semantics> 
386,60,11,answer,,3052,3052,, <semantics><mn>9</mn></semantics> 
387,60,11,answer,,5408130,5408130,, <semantics><mi>x</mi><mo>=</mo><mn>0.9999</mn><mo>⁢</mo><mi>…</mi></semantics> 
388,60,11,answer,,8229823,8229823,, <semantics><mi>x</mi><mo><</mo><mn>0.9999</mn><mo>⁢</mo><mi>…</mi></semantics> 
389,60,11,answer,,67,67,, <semantics><mi>x</mi></semantics> 
390,60,11,answer,,358663,358663,, <semantics><mn>0.9999</mn><mo>⁢</mo><mi>…</mi></semantics> 
391,60,11,answer,,342,342,, <semantics><mn>1</mn></semantics> 
392,44,11,answer,,2989525,2989525,, <semantics><mn>1</mn><mo>/</mo><mn>3</mn><mo>=</mo><mn>0.3333</mn><mo>⁢</mo><mi>…</mi></semantics> 
393,44,11,answer,,8229824,8229824,, <semantics><mn>0.9999</mn><mo>⁢</mo><mi>…</mi><mo>⁢</mo><mi>×</mi><mo>⁢</mo><mn>10</mn></semantics> 
394,44,11,answer,,8229825,8229825,, <semantics><mn>9.999</mn><mo>⁢</mo><mi>…</mi><mo>-</mo><mn>0.999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>9</mn></semantics> 
395,44,11,answer,,8229826,8229826,, <semantics><mn>0.999</mn><mo>⁢</mo><mi>…</mi><mo>⁢</mo><mi>×</mi><mo>⁢</mo><mn>10</mn><mo>=</mo><mn>9.999</mn><mo>⁢</mo><mi>…</mi></semantics> 
396,116,11,answer,,8229827,8229827,, <semantics><mi>a</mi><mo>+</mo><mi>a</mi><mo>⋅</mo><mi>r</mi><mo>+</mo><mi>a</mi><mo>⋅</mo><msup><mi>r</mi><mn>2</mn></msup><mo>+</mo><mi>a</mi><mo>⋅</mo><msup><mi>r</mi><mn>3</mn></msup><mo>+</mo><mi>⋯</mi></semantics> 
